txn_id,user_id,raw_description,amount,currency,timestamp,channel,counterparty_ref,txn_type,true_merchant_id,true_merchant_name,true_category,true_intent,is_ambiguous,is_in_directory,is_recurring_instance,corruption_ops,expected_counterparty_id,mark_for_correction,is_golden
T020472,U0135,BUSINESS REVENUE TRANSFER,4482.43,SAR,2025-08-23T12:08:00,transfer,CP-U0135-SELF,income,,,income,,False,False,False,"[""known_template""]",self,False,True
T020636,U0054,SP *NANADIRECT#95725,-194.52,SAR,2026-05-20T18:28:07,ecom,,purchase,M0019,Nana Direct,groceries,,False,False,False,"[""known_pattern"", ""prefix_inject"", ""id_inject""]",,False,True
T020801,U0117,STC PAY TRANSFER,-200.0,SAR,2026-01-26T20:53:17,wallet,CP-U0117-ONE-6156d,transfer,,,transfer,gift,True,False,False,"[""known_template""]",unknown,False,True
T020816,U0115,SP *SP*NAHDI_88219,-736.15,SAR,2025-12-09T10:46:18,pos,,purchase,M0285,Nahdi,health,,False,True,False,"[""known_pattern"", ""prefix_inject"", ""id_inject""]",,False,True
T020864,U0010,TXN REF 00000000,-29.83,SAR,2025-10-10T21:19:49,ecom,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T021059,U0130,*** ***,-16.42,SAR,2026-01-15T15:27:58,pos,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T021212,U0012,STC PAY TRANSFER,-2150,SAR,2026-05-26T11:29:00,wallet,CP-U0012-LANDLORD,transfer,,,bills,bill,True,False,True,"[""known_template""]",landlord,False,True
T021234,U0125,STC PAY TRANSFER,-200.0,SAR,2026-02-05T13:23:05,wallet,CP-U0125-ONE-2cca8,transfer,,,transfer,gift,True,False,False,"[""known_template""]",unknown,False,True
T021569,U0001,SP *HALF MILLION RYD,-23.74,SAR,2025-11-21T17:28:11,pos,,purchase,M0077,Half Million,food,,False,False,False,"[""known_pattern"", ""prefix_inject"", ""city_code""]",,False,True
T021621,U0001,بقالة الرياض,-196.22,SAR,2025-12-05T20:20:25,pos,,purchase,M0316,Ryd Grocery,groceries,,False,True,False,"[""arabic_base""]",,False,True
T021675,U0100,ATM WITHDRAWAL,-399.17,SAR,2026-03-18T17:22:53,atm,,cash,,,cash,,False,False,False,[],,False,True
T021815,U0096,WALLET TRANSFER REF759352,-125.0,SAR,2026-06-12T14:49:34,wallet,CP-U0096-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template"", ""id_inject""]",friend:1,False,True
T021895,U0030,الـحمادي RYD,-4.94,SAR,2026-01-08T14:52:12,pos,,purchase,M0379,Al Hammadi Hospital,health,,False,False,False,"[""arabic_base"", ""arabic_noise"", ""city_code""]",,False,True
T021949,U0041,SP *جاـهز_٦٨٢٤٠,-19.38,SAR,2026-01-22T10:54:49,ecom,,purchase,M0272,Jahez,food,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""prefix_inject"", ""id_inject""]",,False,True
T021953,U0121,HRFY_3718,-78.88,SAR,2025-09-04T18:59:40,ecom,,purchase,M0192,Herfy,food,,False,True,False,"[""abbreviate"", ""id_inject""]",,False,True
T022021,U0101,فارْم سوبر ستورز JED,-105.4,SAR,2025-12-21T08:54:34,pos,,purchase,M0165,Farm Superstores,groceries,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""city_code""]",,False,True
T022136,U0111,BANK TRANSFER REF203368,-200.0,SAR,2026-01-19T21:38:22,wallet,CP-U0111-ONE-200a8,transfer,,,transfer,gift,True,False,False,"[""known_template"", ""id_inject""]",unknown,False,True
T022187,U0058,STC PAY TRANSFER,-45.55,SAR,2026-02-25T20:51:42,wallet,CP-U0058-ONE-5c126,transfer,,,food,personal,True,False,False,"[""known_template""]",unknown,False,True
T022256,U0023,SP *JAHEZ*RYDE* JED,-67.24,SAR,2026-03-21T11:14:46,pos,,purchase,M0088,Ryd Eatery,food,,False,False,False,"[""known_pattern"", ""aggregator_wrap"", ""prefix_inject"", ""city_code""]",,False,True
T022257,U0131,5UL64P5NWD,-133.13,SAR,2026-05-14T19:13:55,ecom,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T022396,U0026,WALLET TRANSFER,6570.45,SAR,2026-04-27T11:45:00,wallet,CP-U0026-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T022555,U0043,SP *JRR_36764,-651.08,SAR,2025-10-18T08:47:13,ecom,,purchase,M0024,Jarir,shopping,,False,True,False,"[""abbreviate"", ""prefix_inject"", ""id_inject""]",,False,True
T022754,U0142,STC PAY TRANSFER,8100.58,SAR,2026-01-26T11:34:00,wallet,CP-U0142-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T022804,U0092,GIG PLATFORM PAYOUT,3931.74,SAR,2026-05-03T08:07:00,transfer,CP-U0092-GIG_PLATFORM,income,,,income,,False,False,False,"[""known_template""]",gig_platform,False,True
T023281,U0043,ATM WITHDRAWAL,-292.83,SAR,2025-08-24T15:39:53,atm,,cash,,,cash,,False,False,False,[],,False,True
T023449,U0110,SALARY TRANSFER - SABIC,21362.94,SAR,2026-03-18T12:34:00,transfer,CP-U0110-EMPLOYER,income,,,income,,False,False,True,"[""known_template""]",employer,False,True
T023615,U0105,SASCO2,-25.34,SAR,2026-04-26T18:56:02,pos,,purchase,M0174,Sasco,transport,,False,True,False,"[""known_pattern""]",,False,True
T023687,U0081,STC PAY TRANSFER,-4608.4,SAR,2026-01-08T10:39:57,wallet,CP-U0081-BENEFICIARY2,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:2,False,True
T023849,U0028,BUSINESS REVENUE TRANSFER,17871.38,SAR,2025-09-07T07:25:00,transfer,CP-U0028-SELF,income,,,income,,False,False,False,"[""known_template""]",self,False,True
T024005,U0024,STC PAY TRANSFER,-165.0,SAR,2026-02-04T20:48:42,wallet,CP-U0024-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template""]",friend:1,False,True
T024278,U0068,STC PAY TRANSFER,-166.0,SAR,2026-01-01T08:48:09,wallet,CP-U0068-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template""]",friend:1,False,True
T024349,U0062,اتصالات ـينبع_٤٢٠٤٢,-131.43,SAR,2025-12-15T19:47:00,sadad,,purchase,M0349,Yanbu Telecom,telecom,,False,True,True,"[""arabic_base"", ""arabic_noise"", ""id_inject""]",,False,True
T024378,U0133,SP *إلـعثيم RYD,-35.77,SAR,2026-02-26T16:16:43,pos,,purchase,M0489,Othaim,groceries,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""prefix_inject"", ""city_code""]",,False,True
T024440,U0008,BANK TRANSFER REF380761,-146.98,SAR,2026-01-11T23:21:54,transfer,CP-U0008-ONE-eb50d,transfer,,,food,personal,True,False,False,"[""known_template"", ""id_inject""]",unknown,False,True
T024962,U0043,STC PAY TRANSFER,-4375.01,SAR,2025-08-08T16:49:19,wallet,CP-U0043-BENEFICIARY1,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:1,True,True
T025562,U0130,SBUX,-22.04,SAR,2026-04-08T13:04:14,pos,,purchase,M0331,Starbucks,food,,False,True,False,"[""known_pattern""]",,False,True
T025667,U0076,بيسترو الطائف,-78.81,SAR,2026-05-08T08:01:57,pos,,purchase,M0418,Tif Bistro,food,,False,False,False,"[""arabic_base""]",,False,True
T025923,U0051,STC PAY TRANSFER,-1264.2,SAR,2026-05-20T08:00:12,wallet,CP-U0051-BENEFICIARY1,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:1,False,True
T025973,U0096,STC PAY TRANSFER,-105.0,SAR,2025-11-26T19:13:04,wallet,CP-U0096-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template""]",friend:1,False,True
T026136,U0108,بيسترو المدينة,-18.95,SAR,2026-05-02T13:02:19,ecom,,purchase,M0173,Mad Bistro,food,,False,True,False,"[""arabic_base""]",,False,True
T026230,U0066,URPAY TRANSFER,-50.0,SAR,2025-09-15T22:11:47,wallet,CP-U0066-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T026244,U0148,BUSINESS REVENUE TRANSFER,7577.2,SAR,2026-04-07T09:03:00,transfer,CP-U0148-SELF,income,,,income,,False,False,False,"[""known_template""]",self,False,True
T026332,U0091,STC PAY TRANSFER,7327.81,SAR,2025-12-25T10:13:00,wallet,CP-U0091-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T026584,U0045,STC PAY TRANSFER,500.0,SAR,2026-04-19T09:56:18,wallet,CP-U0045-ONE-aa928,transfer,,,transfer,gift,True,False,False,"[""known_template""]",unknown,False,True
T026685,U0061,SP *الحمادي,-192.58,SAR,2026-05-17T12:58:16,ecom,,purchase,M0379,Al Hammadi Hospital,health,,False,False,False,"[""arabic_base"", ""prefix_inject""]",,False,True
T026904,U0077,STC PAY TRANSFER,-106.7,SAR,2025-10-30T23:25:52,wallet,CP-U0077-ONE-3665a,transfer,,,food,personal,True,False,False,"[""known_template""]",unknown,False,True
T026926,U0035,STC PAY TRANSFER,11287.65,SAR,2025-11-27T08:07:00,wallet,CP-U0035-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T026952,U0100,ATM WITHDRAWAL,-199.38,SAR,2025-10-14T23:57:41,atm,,cash,,,cash,,False,False,False,[],,False,True
T027174,U0057,ستاربكس,-14.83,SAR,2026-01-07T15:29:33,pos,,purchase,M0331,Starbucks,food,,False,True,False,"[""arabic_base""]",,False,True
T027503,U0009,TAWAKKALNA3 SA,-338.34,SAR,2025-12-10T10:16:54,sadad,,purchase,M0080,Tawakkalna,government,,False,True,False,"[""known_pattern"", ""city_code""]",,False,True
T027521,U0138,ساسكو,-69.69,SAR,2025-11-15T14:47:32,pos,,purchase,M0174,Sasco,transport,,False,True,False,"[""arabic_base""]",,False,True
T027544,U0110,STC PAY TRANSFER,-20.0,SAR,2026-03-20T09:32:23,wallet,CP-U0110-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T027627,U0052,SP *HALF MILLION,-50.27,SAR,2026-01-31T20:21:55,pos,,purchase,M0077,Half Million,food,,False,False,False,"[""uppercase"", ""prefix_inject""]",,False,True
T027692,U0069,BANK TRANSFER REF766465,-3141.08,SAR,2026-04-15T11:48:27,wallet,CP-U0069-BENEFICIARY1,transfer,,,transfer,remittance,True,False,False,"[""known_template"", ""id_inject""]",beneficiary:1,False,True
T027987,U0134,ATM WITHDRAWAL,-616.19,SAR,2026-03-26T23:32:26,atm,,cash,,,cash,,False,False,False,[],,False,True
T028009,U0131,أو اس ان,-11.37,USD,2025-09-07T22:55:29,ecom,,purchase,M0364,OSN,entertainment,,False,True,False,"[""arabic_base"", ""arabic_noise""]",,False,True
T028024,U0015,PZUDYTKCN,-88.94,SAR,2026-02-14T19:19:25,ecom,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T028106,U0134,STC PAY TRANSFER,100.0,SAR,2026-01-05T15:23:12,wallet,CP-U0134-ONE-296bd,transfer,,,transfer,gift,True,False,False,"[""known_template""]",unknown,False,True
T028252,U0126,BANK TRANSFER,-100.0,SAR,2026-05-01T09:59:33,wallet,CP-U0126-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T028437,U0090,STC PAY TRANSFER,-196.98,SAR,2026-05-12T21:54:43,wallet,CP-U0090-ONE-2cc2d,transfer,,,food,personal,True,False,False,"[""known_template""]",unknown,False,True
T028530,U0033,MADA TABUK_OUTLET,-351.47,SAR,2026-04-23T14:09:12,pos,,purchase,M0450,Tabuk Outlet,shopping,,False,True,False,"[""uppercase"", ""space_symbol"", ""prefix_inject""]",,False,True
T028600,U0093,BANK TRANSFER,-2941.86,SAR,2026-02-18T17:17:09,wallet,CP-U0093-SUPPLIER3,transfer,,,transfer,personal,True,False,False,"[""known_template""]",supplier:3,False,True
T028624,U0097,POS HUNGER STATION,-60.83,SAR,2025-11-28T14:08:59,pos,,purchase,M0235,HungerStation,food,,False,True,False,"[""known_pattern"", ""prefix_inject""]",,False,True
T028893,U0018,SP *هنقرستيشن RYD,-54.2,SAR,2025-12-19T17:25:08,ecom,,purchase,M0235,HungerStation,food,,False,True,False,"[""arabic_base"", ""prefix_inject"", ""city_code""]",,False,True
T028902,U0150,JS#34115,-143.58,SAR,2026-02-06T11:19:11,pos,,purchase,M0094,Jizan Supermarket,groceries,,False,False,False,"[""abbreviate"", ""id_inject""]",,False,True
T029269,U0121,STC PAY TRANSFER,-129.0,SAR,2026-05-07T21:35:25,wallet,CP-U0121-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template""]",friend:1,False,True
T029471,U0068,ALHA*,-266.46,SAR,2026-01-13T15:55:24,ecom,,purchase,M0379,Al Hammadi Hospital,health,,False,False,False,"[""known_pattern""]",,False,True
T029505,U0112,SP*QASSIMTO,-441.97,USD,2026-03-17T18:59:53,ecom,,purchase,M0451,Qassim Tours,travel,,False,True,False,"[""known_pattern""]",,False,True
T029565,U0146,SP *KHOBARGRILL,-84.11,SAR,2026-04-20T21:50:48,ecom,,purchase,M0061,Khobar Grill,food,,False,True,False,"[""known_pattern"", ""prefix_inject""]",,False,True
T029663,U0009,URPAY TRANSFER,-50.0,SAR,2026-03-16T15:30:44,wallet,CP-U0009-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T029836,U0084,SALARY TRANSFER - SOLUTIONS LLC,17461.12,SAR,2026-01-26T12:42:00,transfer,CP-U0084-EMPLOYER,income,,,income,,False,False,True,"[""known_template""]",employer,False,True
T029878,U0043,POS بوتيك أـلمدينة JED,-857.0,SAR,2026-04-26T09:05:34,pos,,purchase,M0152,Mad Boutique,shopping,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""prefix_inject"", ""city_code""]",,False,True
